IDNR,INTERVIEW_MODE,BROWSERNAME,BROWSERVERSION,BROWSEROS,BROWSERMOBILE,S00_SPRACHE,S01_SEX,S02,S02_AGEGRP,S031_AGGLOMERATIONSGROESSENKLASSE,S032_GEMEINDETYPOLOGIE,S033_KANTON,S034_REGIONEN,S035_STADTLAND,S036_GROSSREGIONEN,K00,F01_01,F01_02,F01_03,F02_01,F02_02,F02_03,F02_04,F02_05,F03,F04_01,F04_02,F04_03,F04_04,F04_05,F04_06,A01,A02_01,A02_02,A02_03,A02_04,A03_01,A03_02,A03_03,A03_04,A03_05,A03_06,A03_07,A03_08,A04,A05,A06,A07_01,A07_02,A07_03,A08_01,A08_02,A08_03,A08_04,A08_05,A08_06,A08_07,A08_08,A08_09,A08_09_OTH,A09_01,A09_02,A09_03,A09_04,A09_05,A09_06,A09_07,A10,A10_WNKA,A11_01,A11_02,A11_03,A11_04,A11_05,A11_06,A11_07,A11_08,A11_09,A11_98,A11_99,A12_01,A12_02,A12_03,A12_04,A12_05,A12_06,A12_07,A13_01,A13_02,A13_03,A13_04,A13_05,A13_06,A14_01,A14_02,A14_03,A14_04,A14_05,A14_06,A14_07,A14_98,A14_99,A16_01,A16_02,A16_03,A16_98,A16_99,A16_SEQUENCE,A17,A17_WNKA,A18_01,A18_02,A18_03,A18_98,A18_99,A18_SEQUENCE,A19_01,A19_02,A19_03,A19_98,A19_99,A19_SEQUENCE,A20A_01,A20A_02,A20A_03,A20A_98,A20A_99,A20A_SEQUENCE,A20B_01,A20B_02,A20B_03,A20B_98,A20B_99,A20B_SEQUENCE,A20C_01,A20C_02,A20C_03,A20C_98,A20C_99,A20C_SEQUENCE,A21,A21_TIME,A22_01,A22_02,A22_03,A22_04,A22_05,A22_98,A22_99,A22_TIME,A23_01,A23_02,A23_03,A23_04,A23_05,A23_TIME,A24_01,A24_02,A24_03,A24_04,A24_05,A24_98,A24_99,A24_TOTAL,A24_TIME,A25_01,A25_02,A25_03,A25_04,A25_98,A25_99,A25_SEQUENCE,F05A_01,F05A_02,F05A_03,F05A_04,F05A_05,F05A_06,F05B_01,F05B_02,F06,K01,K02,K03,K04,K06,K07,K07_WNKA,K08,K08_WNKA,INTERVIEWSTART,INTERVIEWENDE,DAUER,ID_Subjekt,Geschlecht,Nationalitaet,Einwohnerstatus,Zivilstand,GEBMONATJAHR,AlterZP,Gebiet,Anzahl_Personen_Haushalt,Haushaltsform
1552010,1,Chrome,109,Windows,2,1,1,28,1,4,12,19,1,1,3,2,2,2,2,3,1,1,1,3,7,8,99,99,99,7,6,1,1,1,2,5,6,6,6,6,3,1,99,99,3,4,5,1,2,1,98,98,98,98,98,98,4,98,99,,1,2,3,2,2,1,5,,97,1,1,1,0,0,0,0,0,0,0,0,4,5,5,4,4,2,99,5,1,5,1,4,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1;3;2,"Der Aspekt der Demokratie sollte bei einer Abstimmung nicht verloren gehen. Daher finde ich es wichtig, das jenes Projekt umgesetzt werden sollte, dass die meisten Wählerstimmen hat.",100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,3,25,1,0,1,0,0,0,0,27,4,1,5,2,1,60,1,0,1,1,0,0,0,CHF 50000.00,19,1,1,1,1,0,0,2;3;1;4,5,5,5,5,5,5,3,1,3,12,2,97,2,2,,#NULL!,,99,03.02.2023 21:22,03.02.2023 21:43,1218,53081575,männlich,Deutschland,Aufenthalt B,ledig,10.1994,28,Brunnbach,2,Paar-/Zwei-Personenhaushalt
1552020,1,Firefox,109,Windows,2,1,1,25,1,4,12,19,1,1,3,1,2,2,2,2,1,1,3,3,6,6,3,99,99,99,5,1,1,1,1,4,6,6,6,4,5,2,9,6,3,98,6,2,2,2,4,5,5,4,3,3,4,3,99,,3,2,3,4,3,2,4,,99,1,0,0,0,0,1,0,0,1,0,0,4,5,5,3,3,3,3,4,2,4,2,3,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3;1;2,"Zufriedenheit der Wähler repräsentiert eine grosse Interessengruppe, was unter anderem ein Mass für die Dringlichkeit eines Projektes ist. Ausreizen des Budgets sollte kein Grund für die Wahl eines Projektes sein, womit dieser Punkt auf den letzten Platz fällt.",100,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,5,95,1,0,0,1,1,0,0,23,3,1,2,4,5,43,1,0,1,1,0,0,0,CHF 50000.00,140,1,1,1,1,0,0,3;2;1;4,5,5,5,5,5,5,5,1,4,12,2,2,2,1,,98,,99,03.02.2023 21:30,03.02.2023 22:14,2400,53081075,männlich,Schweiz,Niederlassung CH,ledig,10.1997,25,Gönhard,2,Paar-/Zwei-Personenhaushalt
1552040,1,Chrome,109,Windows,2,1,2,52,2,4,12,19,1,1,3,1,2,2,1,2,2,2,2,3,3,99,1,1,6,7,5,20,2,2,3,5,99,99,99,2,4,0,3,7,4,3,2,1,2,1,3,5,5,5,5,4,4,4,99,,3,1,5,5,1,1,5,,99,0,0,1,0,1,1,0,0,0,0,0,5,5,5,4,3,4,4,5,1,5,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,,99,0,0,0,0,1,,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1;3;2,3,24,0,0,1,1,1,0,0,25,2,3,5,4,5,33,1,0,1,1,0,0,0,CHF 50000.00,35,1,1,1,1,0,0,2;4;1;3,5,4,4,5,5,4,5,1,4,13,2,97,1,2,,#NULL!,,99,03.02.2023 21:51,03.02.2023 22:13,1264,137054,weiblich,Schweiz,Gemeindebürger,ledig,10.1968,54,Gönhard,2,Paar-/Zwei-Personenhaushalt
1552062,1,Chrome,102,Android,1,1,2,33,1,4,12,19,1,1,3,2,2,2,2,2,3,3,3,3,99,2,0,99,99,5,5,1,99,99,2,5,99,99,99,99,99,99,5,99,4,5,5,99,99,99,99,99,99,99,99,99,99,4,99,,99,99,99,99,99,99,99,,99,0,0,0,0,0,1,1,0,1,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,31,0,0,0,0,0,0,1,11,99,99,99,99,99,8,1,1,0,1,0,0,0,CHF 30000.00,36,0,0,0,0,0,1,,5,5,5,5,5,5,4,99,99,99,2,97,2,2,,#NULL!,,99,03.02.2023 22:04,03.02.2023 22:19,838,53081065,weiblich,Rumänien,Aufenthalt B,ledig,2.1989,33,Ausserfeld,3,Mehrpersonen-Haushalt ohne Kinder
1552110,1,iPhone,16,iOS,1,1,1,34,1,4,12,19,1,1,3,1,2,2,1,3,3,3,3,3,0,10,10,3,4,2,2,12,1,1,2,5,3,6,8,6,9,1,99,99,3,5,5,1,2,1,3,5,5,4,4,4,3,5,5,Angebote für Junge (Kinder und Jugendliche),2,1,5,3,1,1,5,"Kulturelles Angebot für Jugendliche
Sportangebot",100,1,0,0,1,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,4,5,3,99,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,26,1,1,1,1,1,0,0,16,3,4,4,4,5,33,0,1,0,0,1,0,0,CHF 50000.00,39,1,0,0,0,0,0,1,5,5,5,5,5,5,5,2,4,12,1,1,1,1,,98,,99,03.02.2023 23:05,03.02.2023 23:22,983,167498,männlich,Schweiz,Niederlassung CH,ledig,10.1988,34,Telli,4,Mehrpersonen-Haushalt mit Kinder
1552146,1,Chrome,102,Android,1,1,1,48,2,4,12,19,1,1,3,1,2,2,2,3,3,3,3,2,5,5,5,5,6,5,5,2005,3,3,2,4,7,7,8,6,6,3,4,6,4,5,5,99,1,2,5,5,5,5,5,5,4,5,99,,3,3,3,3,2,2,2,,99,1,0,0,0,0,1,0,0,1,0,0,5,5,5,5,5,5,5,3,2,4,2,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,Weil es demokratische ist,100,1,0,0,0,0,1,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,4,47,0,0,0,1,0,0,0,13,3,3,3,5,3,48,0,0,0,1,0,0,0,CHF 15000.00,15,1,0,1,1,0,0,3;1;4,4,4,4,4,4,4,4,5,98,3,2,97,1,2,,#NULL!,,99,04.02.2023 01:03,04.02.2023 01:45,2312,137050,männlich,Schweiz,Gemeindebürger,verheiratet,10.1974,48,Ausserfeld,4,Mehrpersonen-Haushalt mit Kinder
1552254,1,Chrome,109,Windows,2,1,2,55,3,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,5,8,6,8,6,3,4,11,1,1,1,4,5,5,5,5,5,5,8,8,4,5,4,2,2,2,4,4,4,5,4,4,4,4,5,Working poor und Altersarmut,4,1,5,1,1,1,5,,99,1,0,1,0,0,1,0,0,0,0,0,5,5,5,3,5,5,5,5,1,5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,17,0,0,0,1,0,0,0,10,4,4,3,5,1,38,1,0,1,1,0,0,0,CHF 50000.00,45,0,0,1,0,0,0,3,5,5,5,5,5,5,5,1,4,5,2,3,1,2,,#NULL!,,99,04.02.2023 08:43,04.02.2023 09:01,1018,173608,weiblich,Schweiz,Niederlassung CH,geschieden,7.1967,55,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1552356,1,iPhone,16.2,iOS,1,1,2,50,2,4,12,19,1,1,3,1,1,1,1,2,1,2,1,1,99,4,3,99,4,3,3,17,99,98,4,5,99,99,99,3,4,4,7,5,3,4,99,2,98,2,99,98,4,99,3,99,3,3,99,,3,2,3,3,3,2,3,,98,1,0,1,0,0,0,0,0,1,0,0,3,4,5,3,4,4,4,3,1,3,3,3,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3;1;2,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,3,87,1,0,1,0,0,0,0,43,5,3,4,3,3,49,1,0,1,1,0,0,0,CHF 50000.00,37,0,0,0,1,0,0,4,4,2,2,2,4,4,4,4,3,5,1,1,1,2,,#NULL!,,99,04.02.2023 09:45,04.02.2023 10:33,2180,4102451,weiblich,Schweiz,Niederlassung CH,verheiratet,6.1972,50,Ausserfeld,5,Mehrpersonen-Haushalt mit Kinder
1552358,1,iPhone,16.2,iOS,1,1,1,31,1,4,12,19,1,1,3,1,2,1,2,3,3,3,3,3,9,3,5,0,0,1,1,1,1,1,1,4,1,2,2,2,1,0,2,4,4,4,3,2,2,2,3,3,1,4,2,2,2,3,1,,3,5,1,1,3,1,3,asylwesen abschaffen,100,0,0,0,0,0,0,1,1,1,0,0,4,4,4,2,4,2,2,3,1,4,4,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,,99,0,0,0,1,0,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,1,24,1,0,0,0,0,0,0,12,4,1,1,1,1,24,1,0,0,0,0,0,0,CHF 5000.00,20,0,0,1,0,0,0,3,5,5,4,5,5,5,2,4,2,5,1,2,2,2,,#NULL!,,99,04.02.2023 09:49,04.02.2023 10:07,1083,50542256,männlich,Schweiz,Niederlassung CH,ledig,7.1991,31,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1552410,1,Firefox,109,Windows,2,1,1,38,2,4,12,19,1,1,3,1,2,2,1,3,2,2,3,3,3,3,6,7,99,8,6,20,1,1,1,5,6,4,3,5,9,6,9,7,4,6,5,2,2,2,5,5,5,5,5,5,5,2,1,,2,2,3,3,3,3,4,Sichere Quartierstrassen in Aarau Rohr (Mehr Begegnungszonen),100,1,0,0,1,0,0,0,0,1,0,0,5,5,5,1,4,3,3,4,1,4,2,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3,Best möglicher Kompromiss,100,0,0,1,0,0,3,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,5,25,1,0,0,0,1,0,0,22,4,2,3,3,4,38,0,0,0,0,1,0,0,CHF 40000.00,26,1,1,1,1,0,0,2;1;4;3,5,5,5,5,5,5,5,2,3,12,1,1,1,1,,97,Die Fragestellungen in Zusamenhang mit den Methoden etwas kompliziert. Bitte nächstes Mal weniger Fragen. Die 15 Minuten sind unrealistisch.,100,04.02.2023 10:18,04.02.2023 10:43,1501,158651,männlich,Schweiz,Niederlassung CH,verheiratet,5.1984,38,Ausserfeld,3,Mehrpersonen-Haushalt mit Kinder
1552412,1,Chrome,102,Android,1,1,2,35,2,4,12,19,1,1,3,1,2,2,2,3,3,3,4,3,5,9,7,2,2,2,2,11,1,1,2,5,6,5,3,3,7,1,9,8,5,5,5,2,2,1,4,4,5,5,5,5,5,4,99,,2,2,4,4,2,2,4,,99,1,1,0,0,0,0,1,0,0,0,0,5,5,5,3,5,4,4,5,3,5,2,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Scheint mir am demokratisten.,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,4,61,1,0,1,1,0,0,0,16,3,2,4,5,3,86,1,0,1,1,0,0,0,CHF 50000.00,18,1,1,1,1,0,0,2;3;1;4,5,5,5,5,5,5,5,1,4,13,1,1,1,1,,98,,99,04.02.2023 10:18,04.02.2023 10:38,1012,178556,weiblich,Schweiz,Niederlassung CH,verheiratet,11.1987,35,Ausserfeld,3,Mehrpersonen-Haushalt mit Kinder
1552437,1,iPhone,16.1,iOS,1,1,1,30,1,4,12,19,1,1,3,1,2,2,2,4,4,4,4,4,0,10,10,2,3,2,2,11,1,3,2,5,1,2,1,2,1,2,7,6,4,2,2,1,2,1,3,3,5,4,5,3,2,4,98,,2,1,5,4,1,1,1,Es gibt kein Ort für unkommerzielle Kultur und ein selbstorgsnisiertes Miteinander,100,0,0,0,1,1,1,0,0,0,0,0,2,2,5,4,5,4,5,5,5,5,1,5,5,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1;3;2,"Fairness, auf Bedürfnisse eingehen. Sollte Budget übrig bleiben sollte es auf die Gewinnerprojekte aufgeteilt werden.",100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,4,99,1,1,0,1,0,0,0,28,4,4,2,5,4,26,1,1,0,1,0,0,0,CHF 30000.00,58,1,1,1,1,0,0,2;3;1;4,5,5,5,5,5,5,4,3,3,5,1,1,2,1,,97,,99,04.02.2023 10:30,04.02.2023 18:01,3580,53081098,männlich,Schweiz,Niederlassung CH,ledig,5.1992,30,Quellhölzli,4,Mehrpersonen-Haushalt ohne Kinder
1552462,1,Chrome,109,Windows,2,1,1,57,3,4,12,19,1,1,3,1,2,2,1,3,3,3,3,4,5,4,5,2,2,2,2,46,1,1,4,5,2,2,2,2,3,3,9,9,5,3,3,98,98,2,5,5,3,4,4,4,4,5,98,,3,99,1,1,5,1,3,,99,1,0,0,0,0,0,1,0,1,0,0,2,3,4,4,4,4,4,4,2,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,,99,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,2,27,0,0,0,1,0,0,0,13,4,4,2,4,2,30,0,1,0,0,0,0,0,CHF 10000.00,8,0,0,0,1,0,0,4,5,5,4,5,5,5,4,4,2,5,1,2,2,2,,#NULL!,,99,04.02.2023 10:42,04.02.2023 11:03,1275,28725,männlich,Schweiz,Niederlassung CH,verheiratet,8.1965,57,Rössligut,2,Paar-/Zwei-Personenhaushalt
1552480,1,Chrome,109,Windows,2,1,2,49,2,4,12,19,1,1,3,2,2,2,2,2,2,2,2,2,5,7,0,5,5,5,5,27,1,1,1,5,8,8,8,7,6,6,8,8,4,5,5,2,2,2,98,98,98,98,98,98,98,98,98,,4,1,2,2,2,5,4,,98,0,1,0,1,0,0,0,0,1,0,0,4,5,4,4,5,5,5,4,1,2,3,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,23,1,1,1,1,1,0,0,34,1,3,2,4,5,32247,0,1,0,0,1,0,0,CHF 50000.00,34,0,1,0,0,0,0,2,4,4,4,5,5,5,4,2,3,5,2,97,2,2,,#NULL!,,99,04.02.2023 10:47,04.02.2023 20:15,33830,98178,weiblich,Niederlande,Niederlassung C,verheiratet,12.1973,49,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1552493,1,iPhone,16.1,iOS,1,1,1,51,2,4,12,19,1,1,3,1,2,2,2,3,2,2,3,4,4,10,10,6,6,4,6,5,1,1,3,5,6,6,6,6,6,3,6,6,4,5,5,2,1,2,4,5,5,5,5,5,4,4,99,,2,1,4,5,1,5,5,"Der Bus sollte nicht mehr durch die Altstadt fahren. Somit könnte man die wunderschöne Altstadt noch attraktiver machen und aufwerten. Auch ist der Bus für Kleinkinder und Velofahrer gefährlich. Keine Der Bus ist ein Durchlauferhitzer, da es gar keine Haltestelle in der Altstadt gibt, macht es überhaupt keinen Sinn, dass er dort durchfährt.",100,0,1,1,0,0,0,1,0,0,0,0,5,5,5,4,3,3,3,5,3,5,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"Die meisten Stimmen ist das höchste Kriterium, da es in der Bevölkerung die grösste Unterstützung erhält. Budget ist da irrelevant.",100,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,3,21,0,0,1,1,0,0,0,23,1,2,5,5,4,26,0,0,1,1,0,0,0,CHF 45000.00,37,1,1,1,1,0,0,4;3;2;1,5,5,5,5,5,5,5,1,4,8,1,2,2,1,,98,,99,04.02.2023 10:54,04.02.2023 11:16,1332,198167,männlich,Schweiz,Niederlassung CH,ledig,2.1971,51,Altstadt,1,Einzelhaushalt
1552538,1,Chrome,109,Windows,2,1,1,63,3,4,12,19,1,1,3,1,2,2,2,4,3,4,4,4,6,9,6,7,5,7,9,62,1,1,2,5,9,10,10,4,6,4,10,10,5,7,5,1,2,1,3,4,2,4,5,5,2,5,5,Soziale Projekte für die Jugend,3,1,5,3,2,1,5,"Ruhe in die tägliche Hysterie im Strassenverkehr zu bringen  (Tempo 30) und den ÖV noch mehr zu stärken.
(Obwohl dieser in Aarau schon recht gut läuft.)",100,0,0,0,1,0,1,0,1,0,0,0,5,5,5,3,4,4,5,4,1,5,1,4,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3,Stärkung des sozialen Miteinanders.,100,0,0,1,0,0,3,1,1,1,0,0,3;1;2,1,1,1,0,0,3;2;1,1,1,1,0,0,3;2;1,1,1,1,0,0,3;1;2,4,28,0,0,0,1,0,0,0,19,3,3,1,5,4,43,1,1,0,1,0,0,0,CHF 30000.00,40,0,0,1,0,0,0,3,1,5,5,5,5,5,5,1,4,5,1,1,2,1,,98,,99,04.02.2023 11:11,04.02.2023 11:48,1861,4011773,männlich,Schweiz,Niederlassung CH,ledig,1.1960,62,Quellhölzli,1,Einzelhaushalt
1552561,1,Chrome,109,Android,1,2,2,34,1,4,12,19,1,1,3,2,2,2,2,2,1,1,2,3,99,99,1,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,99,99,99,99,99,99,99,,98,0,0,0,0,0,0,0,0,0,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,98,2,0,0,0,0,0,1,0,2,99,99,99,99,99,5,0,0,0,0,0,1,0,CHF 0.00,1,0,0,0,0,1,0,,97,97,97,97,97,97,97,97,98,13,2,97,2,2,,#NULL!,,99,04.02.2023 11:26,04.02.2023 11:30,241,53082073,weiblich,Ukraine,Schutzbedürftige,verheiratet,9.1988,34,Innenstadt,4,Mehrpersonen-Haushalt ohne Kinder
1552565,1,Chrome,100,Android,1,1,2,34,1,4,12,19,1,1,3,2,2,2,1,3,3,3,3,4,3,99,99,99,8,8,8,1,1,1,2,5,99,99,10,0,8,5,1,1,4,98,98,1,2,1,3,5,5,5,3,3,3,5,5,Mitgedacht von der Einwohner:innen,4,1,5,2,1,2,5,Problemen am Abend am Bahnhof,100,0,0,1,1,1,0,0,0,0,0,0,4,4,2,2,5,4,5,4,2,1,99,99,99,1,0,1,1,1,0,0,0,0,0,0,1,0,0,3,Es ist am demokratischsten,100,0,0,1,0,0,3,1,1,1,0,0,2;1;3,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,4,15,0,1,0,1,0,0,0,18,1,4,2,5,3,32,1,1,0,1,0,0,0,CHF 30000.00,21,0,1,0,0,0,0,2,5,4,4,5,4,5,5,1,4,12,2,97,2,1,,98,"Vielen fragen machen keinen Sinn wenn man nicht stimmberechtigt ist ..drum oft antworte ich "" weiss ich nicht"".",100,04.02.2023 11:27,04.02.2023 11:42,868,53083619,weiblich,Frankreich,Aufenthalt B,ledig,1.1989,33,Innenstadt,1,Einzelhaushalt
1552571,1,iPhone,16,iOS,1,1,1,32,1,4,12,19,1,1,3,1,2,2,2,2,2,2,2,3,3,8,4,3,6,6,6,7,1,1,1,4,7,6,6,5,8,4,8,4,3,98,5,2,2,2,5,4,4,4,5,4,4,4,99,,2,2,3,3,3,2,2,Kein richtiger Treffpunkt für die Einwohner (Park zB.),100,1,0,0,1,0,0,0,1,0,0,0,5,5,5,4,4,4,4,5,5,4,2,4,4,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1;3;2,"Wenn es dem allgemein Nutzen Vorteile bringt, so sollte das Budget eine weniger grosse Rolle spielen",100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,2;3;1,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,3,10,1,0,1,0,0,0,0,23,4,4,5,4,2,14,0,0,1,0,0,0,0,CHF 30000.00,37,1,1,1,1,0,0,4;2;1;3,5,5,5,5,5,5,5,1,4,5,1,1,1,1,,98,,99,04.02.2023 11:30,04.02.2023 11:50,1208,195210,männlich,Schweiz,Niederlassung CH,verheiratet,3.1990,32,Hinterdorf,5,Mehrpersonen-Haushalt mit Kinder
1552578,1,Chrome,109,Windows,2,1,1,78,4,4,12,19,1,1,3,1,2,2,2,2,2,2,2,2,6,3,5,2,99,4,5,15,1,1,1,4,6,99,4,3,4,4,8,6,2,98,4,2,1,1,4,4,5,5,4,4,3,4,5,Verkehr,2,2,4,4,4,2,4,,98,0,1,0,1,0,0,0,0,1,0,0,4,4,3,3,4,4,4,4,99,5,99,4,2,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1;3,,99,1,0,1,0,0,1;3,0,0,0,1,0,,0,0,0,1,0,,1,0,0,0,0,1,0,1,0,0,0,2,4,20,0,0,0,1,1,0,0,21,3,3,4,4,3,29,0,1,0,1,0,0,0,CHF 25000.00,41,0,1,0,0,0,0,2,5,5,4,4,4,4,1,5,2,3,1,1,1,2,,#NULL!,,99,04.02.2023 11:35,04.02.2023 11:57,1306,4105861,männlich,Schweiz,Niederlassung CH,verheiratet,4.1944,78,Siebenmatten,2,Paar-/Zwei-Personenhaushalt
1552596,1,iPhone,15.5,iOS,1,1,2,43,2,4,12,19,1,1,3,2,-1,-1,1,3,3,3,3,2,2,2,1,3,4,5,5,20,1,1,1,5,5,7,5,4,5,3,8,7,4,5,6,1,2,1,4,4,3,4,5,5,3,4,99,,2,2,2,3,4,1,3,Busverbindungen zwischen Rohr und Buchs,100,1,0,1,0,0,0,1,0,0,0,0,5,5,5,3,3,3,4,5,2,4,99,3,3,1,0,1,0,1,1,0,0,0,1,1,1,0,0,3;1;2,,99,0,0,0,1,0,,1,1,1,0,0,3;1;2,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,3,35,1,1,1,1,0,0,0,106,3,5,4,3,2,52,1,1,1,0,0,0,0,CHF 45000.00,28,0,1,0,0,0,0,2,3,3,3,3,3,3,4,2,98,99,2,97,1,2,,#NULL!,,99,04.02.2023 11:42,04.02.2023 12:13,1448,4106374,weiblich,Sri Lanka,Niederlassung C,verheiratet,8.1980,42,Hinterdorf,5,Mehrpersonen-Haushalt mit Kinder
1552597,1,Safari,16.1,Mac,2,1,2,60,3,4,12,19,1,1,3,1,2,2,1,3,2,2,4,4,6,0,0,0,1,1,2,25,1,1,1,5,3,3,2,3,3,3,7,5,4,4,6,2,2,2,5,5,4,5,4,4,4,5,99,,4,2,2,4,4,1,3,,97,0,0,0,0,0,0,1,1,1,0,0,2,4,4,5,4,5,4,2,2,4,2,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,,99,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,26,0,1,0,0,1,0,0,23,2,4,1,1,4,5436,0,1,0,0,0,0,0,CHF 10000.00,33,0,0,0,0,1,0,,5,5,3,4,5,4,5,3,4,12,2,97,1,2,,#NULL!,,99,04.02.2023 11:42,04.02.2023 13:41,6929,87990,weiblich,Schweiz,Gemeindebürger,verheiratet,5.1962,60,Scheibenschachen,2,Paar-/Zwei-Personenhaushalt
