ID,Gender,Age,Politics,Migration Background,Education,Nationality,Marital Status,Household Form,Children Info,Area,Topics,Votes,Description
186213,2,38.0,1.0,2,4,1,2,3,1,3,"['1', '3', '6']","['12', '13', '24', '29', '33']","You are a 38-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: education, public space, environmental protection."
50540651,2,51.0,2.0,1,4,1,2,1,2,9,"['4', '6', '9']","['10', '13', '15', '21']","You are a 51-year-old woman living in Goldern in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are single. You are live by yourself. Your top urban project preferences are: welfare, environmental protection, health."
50528480,1,28.0,3.0,2,4,1,2,1,2,1,"['1', '5', '6']","['02', '14', '15', '21', '32']","You are a 28-year-old man living in Altstadt in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: education, culture, environmental protection."
40613,2,51.0,3.0,2,4,1,2,1,2,5,"['1', '4', '7']","['04', '13', '21', '31', '32']","You are a 51-year-old woman living in Telli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: education, welfare, public transit and roads."
33517,2,72.0,0.0,1,4,1,2,3,1,8,"['4', '5', '6']","['04', '28', '29']","You are a 72-year-old woman living in Hungerberg in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You have a migration background. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: welfare, culture, environmental protection."
50541316,2,25.0,1.0,2,4,1,2,2,2,8,"['2', '4', '6']","['04', '12', '13', '15', '21', '24', '25', '29', '30']","You are a 25-year-old woman living in Hungerberg in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: urban greenery, welfare, environmental protection."
206085,2,48.0,3.0,2,4,1,1,3,1,13,"['1', '3', '7']","['03', '11', '33']","You are a 48-year-old woman living in Torfeld Süd in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, public space, public transit and roads."
122468,2,68.0,7.0,2,4,1,1,2,1,3,"['1', '5', '9']","['22', '29', '32']","You are a 68-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: education, culture, health."
50528152,1,31.0,2.0,2,4,1,2,1,2,9,"['2', '6', '7']","['04', '10', '21', '28', '29']","You are a 31-year-old man living in Goldern in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads."
12154,1,71.0,5.0,2,3,1,1,2,1,4,"['1', '5', '7']","['04', '06', '14', '17', '30']","You are a 71-year-old man living in Scheibenschachen in Aarau Switzerland, and you consider yourself centre politically. You are secondary-educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: education, culture, public transit and roads."
50541819,1,68.0,4.0,2,4,1,2,2,1,5,"['1', '4', '6']","['02', '03', '25']","You are a 68-year-old man living in Telli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: education, welfare, environmental protection."
