ID_Subjekt,Gender,Age,Politics,Top Preferences,Education,Birthplace Info,Children Info,Important Beneficiaries,Description,Nationalitaet,Zivilstand,Gebiet,Haushaltsform,votes
173695,woman,60,left-leaning,"education, culture, public transit and roads",highly educated,No migration background,No children,"children, elderly, poor people","You are a 60-year-old woman living in Rössligut in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, culture, public transit and roads. For you, issues related to children, elderly, poor people are very important. You are highly educated.",Schweiz,geschieden,Rössligut,Einzelhaushalt,"02, 03, 04, 12, 17, 20, 24, 25, 29, 31"
208918,woman,28,very left,"public space, culture, environmental protection",highly educated,No migration background,No children,poor people,"You are a 28-year-old woman living in Altstadt in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: public space, culture, environmental protection. For you, issues related to poor people are very important. You are highly educated.",Schweiz,ledig,Altstadt,Paar-/Zwei-Personenhaushalt,"08, 10, 12, 21, 27, 29"
163579,woman,45,left-leaning,"education, welfare, environmental protection",highly educated,No migration background,Has children,None,"You are a 45-year-old woman living in Zelgli in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You are originally from Germany. Your top urban project preferences are: education, welfare, environmental protection. You are highly educated.",Deutschland,ledig,Zelgli,Mehrpersonen-Haushalt mit Kinder,"15, 21, 22, 23"
40083,woman,67,left-leaning,"education, welfare, culture",highly educated,Has migration background,Has children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 67-year-old woman living in Binzenhof in Aarau, and you are left-leaning politically. You live in a single-person household. You have children. You have a migration background. Your top urban project preferences are: education, welfare, culture. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important. You are highly educated.",Schweiz,geschieden,Binzenhof,Einzelhaushalt,"15, 21, 22, 31"
199983,woman,28,very left,"welfare, public transit and roads, health",vocationally trained,Has migration background,No children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 28-year-old woman living in Telli in Aarau, and you are very left politically. You live in a single-person household. You have a migration background. Your top urban project preferences are: welfare, public transit and roads, health. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important.",Schweiz,ledig,Telli,Einzelhaushalt,"05, 08, 13"
133673,woman,62,moderate,"welfare, culture, environmental protection",highly educated,No migration background,No children,None,"You are a 62-year-old woman living in Hungerberg in Aarau, and you are moderate politically. You live in a couple/two-person household. Your top urban project preferences are: welfare, culture, environmental protection. You are highly educated.",Schweiz,verheiratet,Hungerberg,Paar-/Zwei-Personenhaushalt,"03, 24, 28"
146566,man,47,right-leaning,"urban greenery, public transit and roads, health",highly educated,No migration background,No children,None,"You are a 47-year-old man living in Scheibenschachen in Aarau, and you are right-leaning politically. You live in a single-person household. Your top urban project preferences are: urban greenery, public transit and roads, health. You are highly educated.",Schweiz,geschieden,Scheibenschachen,Einzelhaushalt,"04, 06, 14, 21, 24"
50525223,man,54,left-leaning,"urban greenery, public space, environmental protection",highly educated,No migration background,Has children,None,"You are a 54-year-old man living in Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: urban greenery, public space, environmental protection. You are highly educated.",Schweiz,ledig,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"04, 13, 25"
194122,woman,40,left-leaning,"education, welfare, health",highly educated,Has migration background,Has children,"families with children, children, youth, people with disabilities","You are a 40-year-old woman living in Scheibenschachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, welfare, health. For you, issues related to families with children, children, youth, people with disabilities are very important. You are highly educated.",Schweiz,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"04, 07, 11, 12, 21, 25, 29"
50539395,woman,34,left-leaning,"education, culture, public transit and roads",highly educated,No migration background,No children,"adults, people with disabilities, poor people","You are a 34-year-old woman living in Zelgli in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, culture, public transit and roads. For you, issues related to adults, people with disabilities, poor people are very important. You are highly educated.",Schweiz,ledig,Zelgli,Einzelhaushalt,"10, 12, 15, 21"
23928,man,57,left-leaning,"welfare, environmental protection, public transit and roads",highly educated,No migration background,No children,poor people,"You are a 57-year-old man living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: welfare, environmental protection, public transit and roads. For you, issues related to poor people are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"04, 06, 08, 10, 22, 24, 28"
102579,woman,49,left-leaning,"welfare, culture, health",highly educated,No migration background,No children,None,"You are a 49-year-old woman living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: welfare, culture, health. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"04, 12, 20"
163796,man,50,moderate,"public space, culture, sport",highly educated,No migration background,No children,"adults, people with disabilities, elderly","You are a 50-year-old man living in Siebenmatten in Aarau, and you are moderate politically. You live in a single-person household. Your top urban project preferences are: public space, culture, sport. For you, issues related to adults, people with disabilities, elderly are very important. You are highly educated.",Schweiz,geschieden,Siebenmatten,Einzelhaushalt,"03, 08, 10"
36488,man,56,left-leaning,"education, culture, environmental protection",highly educated,No migration background,Has children,None,"You are a 56-year-old man living in Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, culture, environmental protection. You are highly educated.",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"12, 22, 28"
50531287,man,56,right-leaning,"welfare, public transit and roads, health",vocationally trained,No migration background,Has children,"people with disabilities, elderly, poor people","You are a 56-year-old man living in Schachen in Aarau, and you are right-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: welfare, public transit and roads, health. For you, issues related to people with disabilities, elderly, poor people are very important.",Schweiz,verheiratet,Schachen,Paar-/Zwei-Personenhaushalt,"01, 03, 17"
129594,man,44,right-leaning,"urban greenery, environmental protection, health",highly educated,No migration background,No children,"adults, people with disabilities, elderly, poor people","You are a 44-year-old man living in Torfeld Süd in Aarau, and you are right-leaning politically. You live in a single-person household. Your top urban project preferences are: urban greenery, environmental protection, health. For you, issues related to adults, people with disabilities, elderly, poor people are very important. You are highly educated.",Schweiz,ledig,Torfeld Süd,Einzelhaushalt,21
50527971,man,66,left-leaning,"culture, environmental protection, public transit and roads",highly educated,No migration background,Has children,None,"You are a 66-year-old man living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: culture, environmental protection, public transit and roads. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"19, 21, 22, 25"
50529527,man,42,left-leaning,"education, culture, environmental protection",highly educated,No migration background,No children,None,"You are a 42-year-old man living in Telli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You are originally from Germany. Your top urban project preferences are: education, culture, environmental protection. You are highly educated.",Deutschland,ledig,Telli,Paar-/Zwei-Personenhaushalt,"02, 04, 15, 21"
123680,woman,48,left-leaning,"education, urban greenery, culture",highly educated,No migration background,Has children,None,"You are a 48-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, urban greenery, culture. You are highly educated.",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"17, 29, 30"
42108,woman,49,very left,"education, environmental protection, health",highly educated,No migration background,Has children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 49-year-old woman living in Ausserfeld in Aarau, and you are very left politically. You live in a single-person household. You have children. Your top urban project preferences are: education, environmental protection, health. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important. You are highly educated.",Schweiz,geschieden,Ausserfeld,Einzelhaushalt,"04, 21, 29"
4015405,woman,52,very left,"education, environmental protection, public transit and roads",vocationally trained,No migration background,Has children,"children, youth","You are a 52-year-old woman living in Ausserfeld in Aarau, and you are very left politically. You live in a multi-person household. You have children. Your top urban project preferences are: education, environmental protection, public transit and roads. For you, issues related to children, youth are very important.",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt ohne Kinder,"15, 20, 21"
53081098,man,30,very left,"welfare, culture, environmental protection",vocationally trained,No migration background,No children,"youth, people with disabilities, poor people","You are a 30-year-old man living in Quellhölzli in Aarau, and you are very left politically. You live in a multi-person household. Your top urban project preferences are: welfare, culture, environmental protection. For you, issues related to youth, people with disabilities, poor people are very important.",Schweiz,ledig,Quellhölzli,Mehrpersonen-Haushalt ohne Kinder,"15, 23, 24, 28, 29"
53083619,woman,34,left-leaning,"public space, welfare, culture",highly educated,No migration background,No children,"people with disabilities, poor people","You are a 34-year-old woman living in Innenstadt in Aarau, and you are left-leaning politically. You live in a single-person household. You are originally from France. Your top urban project preferences are: public space, welfare, culture. For you, issues related to people with disabilities, poor people are very important. You are highly educated.",Frankreich,ledig,Innenstadt,Einzelhaushalt,"04, 18, 19, 21"
195210,man,32,left-leaning,"education, welfare, sport",vocationally trained,No migration background,Has children,"families with children, children, youth","You are a 32-year-old man living in Hinterdorf in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, welfare, sport. For you, issues related to families with children, children, youth are very important.",Schweiz,verheiratet,Hinterdorf,Mehrpersonen-Haushalt mit Kinder,"04, 07, 31"
35829,man,38,left-leaning,"education, public transit and roads, sport",highly educated,No migration background,No children,None,"You are a 38-year-old man living in Innenstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, public transit and roads, sport. You are highly educated.",Schweiz,ledig,Innenstadt,Einzelhaushalt,"05, 11, 21, 28, 31, 32"
168886,man,37,left-leaning,"education, welfare, environmental protection",highly educated,No migration background,No children,poor people,"You are a 37-year-old man living in Innenstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, welfare, environmental protection. For you, issues related to poor people are very important. You are highly educated.",Schweiz,ledig,Innenstadt,Einzelhaushalt,"04, 10, 29"
200218,man,48,right-leaning,"welfare, sport, health",highly educated,No migration background,No children,None,"You are a 48-year-old man living in Hinterdorf in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: welfare, sport, health. You are highly educated.",Schweiz,verheiratet,Hinterdorf,Paar-/Zwei-Personenhaushalt,04
22688,woman,59,left-leaning,"education, welfare, culture",highly educated,No migration background,Has children,"families with children, children, youth","You are a 59-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: education, welfare, culture. For you, issues related to families with children, children, youth are very important. You are highly educated.",Schweiz,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"14, 17, 22, 30"
53084070,woman,34,very right,"welfare, environmental protection, health",highly educated,No migration background,Has children,"families with children, people with disabilities, poor people","You are a 34-year-old woman living in Torfeld Süd in Aarau, and you are very right politically. You live in a multi-person households with children. You have children. You are originally from Ukraine. Your top urban project preferences are: welfare, environmental protection, health. For you, issues related to families with children, people with disabilities, poor people are very important. You are highly educated.",Ukraine,verheiratet,Torfeld Süd,Mehrpersonen-Haushalt mit Kinder,"13, 24, 29"
204864,woman,30,moderate,"urban greenery, public space, culture",highly educated,No migration background,No children,"families with children, adults, people with disabilities, elderly","You are a 30-year-old woman living in Goldern in Aarau, and you are moderate politically. You live in a single-person household. Your top urban project preferences are: urban greenery, public space, culture. For you, issues related to families with children, adults, people with disabilities, elderly are very important. You are highly educated.",Schweiz,ledig,Goldern,Einzelhaushalt,"05, 08, 10, 12, 17, 26, 30"
7199,woman,54,right-leaning,"urban greenery, environmental protection, public transit and roads",vocationally trained,No migration background,No children,None,"You are a 54-year-old woman living in Hungerberg in Aarau, and you are right-leaning politically. You live in a single-person household. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads.",Schweiz,ledig,Hungerberg,Einzelhaushalt,"04, 24, 32"
123609,woman,60,moderate,"welfare, culture, health",vocationally trained,Has migration background,Has children,"people with disabilities, elderly, poor people","You are a 60-year-old woman living in Telli in Aarau, and you are moderate politically. You live in a single-person household. You have children. You have a migration background. Your top urban project preferences are: welfare, culture, health. For you, issues related to people with disabilities, elderly, poor people are very important.",Schweiz,geschieden,Telli,Einzelhaushalt,"02, 22, 25"
167538,man,57,left-leaning,"public space, culture, public transit and roads",highly educated,No migration background,No children,None,"You are a 57-year-old man living in Innenstadt in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: public space, culture, public transit and roads. You are highly educated.",Schweiz,in eingetragener Partnerschaft,Innenstadt,Paar-/Zwei-Personenhaushalt,"07, 08, 21, 30, 31"
37875,woman,56,left-leaning,"education, welfare, environmental protection",highly educated,No migration background,No children,"families with children, children","You are a 56-year-old woman living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: education, welfare, environmental protection. For you, issues related to families with children, children are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"03, 11, 13, 15"
37615,man,65,left-leaning,"public space, public transit and roads, health",highly educated,No migration background,Has children,None,"You are a 65-year-old man living in Damm in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: public space, public transit and roads, health. You are highly educated.",Schweiz,verheiratet,Damm,Paar-/Zwei-Personenhaushalt,"08, 30, 31"
35972,woman,62,very left,"urban greenery, public space, welfare",highly educated,No migration background,Has children,"children, poor people","You are a 62-year-old woman living in Gönhard in Aarau, and you are very left politically. You live in a multi-person household. You have children. Your top urban project preferences are: urban greenery, public space, welfare. For you, issues related to children, poor people are very important. You are highly educated.",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt ohne Kinder,"14, 22, 32"
115164,man,57,moderate,"education, welfare, environmental protection",vocationally trained,No migration background,Has children,"families with children, children, youth, people with disabilities, elderly, poor people","You are a 57-year-old man living in Scheibenschachen in Aarau, and you are moderate politically. You live in a multi-person households with children. You have children. You are originally from Tunisia. Your top urban project preferences are: education, welfare, environmental protection. For you, issues related to families with children, children, youth, people with disabilities, elderly, poor people are very important.",Tunesien,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"01, 03, 28"
198182,woman,38,left-leaning,"urban greenery, culture, environmental protection",highly educated,No migration background,Has children,"families with children, children","You are a 38-year-old woman living in Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You are originally from Mexico. Your top urban project preferences are: urban greenery, culture, environmental protection. For you, issues related to families with children, children are very important. You are highly educated.",Mexiko,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"04, 05, 07, 09, 11, 12, 14, 21"
11831,woman,56,left-leaning,"urban greenery, public transit and roads, sport",vocationally trained,Has migration background,Has children,"youth, elderly","You are a 56-year-old woman living in Goldern in Aarau, and you are left-leaning politically. You live in a multi-person household. You have children. You have a migration background. Your top urban project preferences are: urban greenery, public transit and roads, sport. For you, issues related to youth, elderly are very important.",Schweiz,verheiratet,Goldern,Mehrpersonen-Haushalt ohne Kinder,"03, 16, 17, 19, 21"
154141,man,36,left-leaning,"education, urban greenery, culture",highly educated,No migration background,Has children,families with children,"You are a 36-year-old man living in Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, urban greenery, culture. For you, issues related to families with children are very important. You are highly educated.",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt mit Kinder,"01, 02, 31"
149132,man,15,left-leaning,"urban greenery, public space, welfare",basically educated,No migration background,No children,"youth, adults, elderly, poor people","You are a 15-year-old man living in Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: urban greenery, public space, welfare. For you, issues related to youth, adults, elderly, poor people are very important.",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt mit Kinder,"02, 03, 04, 21"
35567,woman,64,very left,"urban greenery, public space, public transit and roads",highly educated,No migration background,Has children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 64-year-old woman living in Scheibenschachen in Aarau, and you are very left politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: urban greenery, public space, public transit and roads. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important. You are highly educated.",Schweiz,verwitwet,Scheibenschachen,Paar-/Zwei-Personenhaushalt,"09, 15, 21"
53084239,man,38,moderate,"urban greenery, public space, culture",highly educated,No migration background,No children,None,"You are a 38-year-old man living in Damm in Aarau, and you are moderate politically. You live in a couple/two-person household. You are originally from Lithuania. Your top urban project preferences are: urban greenery, public space, culture. You are highly educated.",Litauen,verheiratet,Damm,Paar-/Zwei-Personenhaushalt,"04, 24, 29"
50534686,woman,27,left-leaning,"education, environmental protection, health",highly educated,No migration background,Has children,"families with children, children, people with disabilities, poor people","You are a 27-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You are originally from Austria. Your top urban project preferences are: education, environmental protection, health. For you, issues related to families with children, children, people with disabilities, poor people are very important. You are highly educated.",Österreich,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"03, 04, 12, 15, 18"
97239,man,82,right-leaning,"public transit and roads, sport, health",vocationally trained,No migration background,Has children,"families with children, children, youth, people with disabilities, elderly, poor people","You are a 82-year-old man living in Telli in Aarau, and you are right-leaning politically. You live in a single-person household. You have children. Your top urban project preferences are: public transit and roads, sport, health. For you, issues related to families with children, children, youth, people with disabilities, elderly, poor people are very important.",Schweiz,geschieden,Telli,Einzelhaushalt,"01, 04, 27"
50540630,man,26,very right,"urban greenery, public transit and roads, sport",highly educated,Has migration background,No children,"families with children, children, youth","You are a 26-year-old man living in Telli in Aarau, and you are very right politically. You live in a couple/two-person household. You have a migration background. Your top urban project preferences are: urban greenery, public transit and roads, sport. For you, issues related to families with children, children, youth are very important. You are highly educated.",Schweiz,ledig,Telli,Paar-/Zwei-Personenhaushalt,"01, 02, 29, 31, 32"
50525436,man,44,left-leaning,"urban greenery, environmental protection, public transit and roads",highly educated,No migration background,No children,None,"You are a 44-year-old man living in Torfeld Süd in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads. You are highly educated.",Schweiz,ledig,Torfeld Süd,Einzelhaushalt,"04, 30, 33"
135857,man,42,left-leaning,"education, public space, sport",vocationally trained,No migration background,Has children,"families with children, children, youth, people with disabilities, poor people","You are a 42-year-old man living in Schachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, public space, sport. For you, issues related to families with children, children, youth, people with disabilities, poor people are very important.",Schweiz,verheiratet,Schachen,Mehrpersonen-Haushalt mit Kinder,"07, 29"
53081232,man,33,left-leaning,"education, environmental protection, sport",highly educated,No migration background,Has children,None,"You are a 33-year-old man living in Zelgli in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, environmental protection, sport. You are highly educated.",Schweiz,ledig,Zelgli,Mehrpersonen-Haushalt mit Kinder,"04, 11, 21, 25"
128810,woman,46,left-leaning,"education, public space, welfare",highly educated,No migration background,No children,"families with children, children, youth, people with disabilities, poor people","You are a 46-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: education, public space, welfare. For you, issues related to families with children, children, youth, people with disabilities, poor people are very important. You are highly educated.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"07, 13, 32"
37135,woman,62,left-leaning,"welfare, culture, environmental protection",vocationally trained,No migration background,No children,None,"You are a 62-year-old woman living in Scheibenschachen in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: welfare, culture, environmental protection.",Schweiz,verheiratet,Scheibenschachen,Paar-/Zwei-Personenhaushalt,"07, 22, 26"
53083389,man,28,moderate,"education, public transit and roads, health",highly educated,No migration background,No children,"families with children, children, youth, people with disabilities, elderly","You are a 28-year-old man living in Innenstadt in Aarau, and you are moderate politically. You live in a couple/two-person household. Your top urban project preferences are: education, public transit and roads, health. For you, issues related to families with children, children, youth, people with disabilities, elderly are very important. You are highly educated.",Schweiz,ledig,Innenstadt,Paar-/Zwei-Personenhaushalt,"02, 03, 06, 09, 14, 16, 19, 21, 25"
106625,woman,64,left-leaning,"urban greenery, welfare, public transit and roads",highly educated,No migration background,No children,poor people,"You are a 64-year-old woman living in Telli in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: urban greenery, welfare, public transit and roads. For you, issues related to poor people are very important. You are highly educated.",Schweiz,ledig,Telli,Einzelhaushalt,"01, 15, 32"
10760,woman,80,left-leaning,,highly educated,Has migration background,Has children,"families with children, children, youth, people with disabilities, poor people","You are a 80-year-old woman living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. You have a migration background. For you, issues related to families with children, children, youth, people with disabilities, poor people are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"04, 21, 33"
185932,man,38,left-leaning,"education, welfare, environmental protection",highly educated,Has migration background,No children,None,"You are a 38-year-old man living in Altstadt in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have a migration background. Your top urban project preferences are: education, welfare, environmental protection. You are highly educated.",Schweiz,ledig,Altstadt,Paar-/Zwei-Personenhaushalt,"21, 22, 32"
170571,woman,35,right-leaning,"urban greenery, welfare, sport",vocationally trained,No migration background,Has children,None,"You are a 35-year-old woman living in Damm in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: urban greenery, welfare, sport.",Schweiz,verheiratet,Damm,Mehrpersonen-Haushalt mit Kinder,"19, 21, 30"
126158,woman,66,left-leaning,"urban greenery, culture, environmental protection",highly educated,No migration background,Has children,youth,"You are a 66-year-old woman living in Goldern in Aarau, and you are left-leaning politically. You live in a single-person household. You have children. Your top urban project preferences are: urban greenery, culture, environmental protection. For you, issues related to youth are very important. You are highly educated.",Schweiz,geschieden,Goldern,Einzelhaushalt,"04, 14, 15, 22"
12116,man,53,very right,"public transit and roads, sport, health",secondary-educated,No migration background,Has children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 53-year-old man living in Gönhard in Aarau, and you are very right politically. You live in a single-person household. You have children. Your top urban project preferences are: public transit and roads, sport, health. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important.",Schweiz,geschieden,Gönhard,Einzelhaushalt,"05, 07, 17"
11581,woman,40,moderate,"education, urban greenery, environmental protection",vocationally trained,No migration background,Has children,"families with children, children, youth, poor people","You are a 40-year-old woman living in Ausserfeld in Aarau, and you are moderate politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, urban greenery, environmental protection. For you, issues related to families with children, children, youth, poor people are very important.",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"03, 04, 23"
38944,man,59,left-leaning,"education, culture, environmental protection",highly educated,No migration background,Has children,poor people,"You are a 59-year-old man living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: education, culture, environmental protection. For you, issues related to poor people are very important. You are highly educated.",Schweiz,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"04, 13, 14, 19, 21, 24, 29, 30, 32"
50538556,man,58,right-leaning,"urban greenery, welfare, environmental protection",vocationally trained,No migration background,No children,None,"You are a 58-year-old man living in Ausserfeld in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: urban greenery, welfare, environmental protection.",Schweiz,verheiratet,Ausserfeld,Paar-/Zwei-Personenhaushalt,"04, 17, 28"
146299,woman,58,left-leaning,"education, culture, public transit and roads",highly educated,No migration background,No children,"youth, people with disabilities, elderly","You are a 58-year-old woman living in Schachen in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, culture, public transit and roads. For you, issues related to youth, people with disabilities, elderly are very important. You are highly educated.",Schweiz,geschieden,Schachen,Einzelhaushalt,"02, 06, 24"
37699,woman,58,very left,"welfare, public transit and roads, health",highly educated,No migration background,Has children,poor people,"You are a 58-year-old woman living in Zelgli in Aarau, and you are very left politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: welfare, public transit and roads, health. For you, issues related to poor people are very important. You are highly educated.",Schweiz,geschieden,Zelgli,Paar-/Zwei-Personenhaushalt,"03, 17, 19"
207045,man,27,very left,"education, welfare, environmental protection",highly educated,No migration background,No children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 27-year-old man living in Innenstadt in Aarau, and you are very left politically. You live in a multi-person household. Your top urban project preferences are: education, welfare, environmental protection. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important. You are highly educated.",Schweiz,ledig,Innenstadt,Mehrpersonen-Haushalt ohne Kinder,"03, 11, 21, 28, 29"
38191,woman,69,left-leaning,"education, welfare, environmental protection",highly educated,No migration background,No children,"children, youth, people with disabilities, poor people","You are a 69-year-old woman living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: education, welfare, environmental protection. For you, issues related to children, youth, people with disabilities, poor people are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"15, 21, 33"
186213,woman,38,very left,"education, public space, environmental protection",highly educated,No migration background,Has children,"families with children, children","You are a 38-year-old woman living in Zelgli in Aarau, and you are very left politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, public space, environmental protection. For you, issues related to families with children, children are very important. You are highly educated.",Schweiz,ledig,Zelgli,Mehrpersonen-Haushalt mit Kinder,"12, 23, 29, 32, 33"
4017478,woman,57,right-leaning,"education, welfare, sport",vocationally trained,No migration background,Has children,"families with children, children, youth, elderly","You are a 57-year-old woman living in Ausserfeld in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, welfare, sport. For you, issues related to families with children, children, youth, elderly are very important.",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"02, 24, 32"
149598,man,18,very right,"education, urban greenery, culture",highly educated,Has migration background,No children,youth,"You are a 18-year-old man living in Scheibenschachen in Aarau, and you are very right politically. You live in a couple/two-person household. You are originally from Germany. You have a migration background. Your top urban project preferences are: education, urban greenery, culture. For you, issues related to youth are very important. You are highly educated.",Deutschland,ledig,Scheibenschachen,Paar-/Zwei-Personenhaushalt,09
41973,woman,50,left-leaning,"urban greenery, environmental protection, health",highly educated,No migration background,Has children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 50-year-old woman living in Torfeld Süd in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: urban greenery, environmental protection, health. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important. You are highly educated.",Schweiz,geschieden,Torfeld Süd,Mehrpersonen-Haushalt mit Kinder,"04, 24, 28, 32"
156537,woman,46,left-leaning,"education, environmental protection, health",highly educated,No migration background,No children,None,"You are a 46-year-old woman living in Scheibenschachen in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, environmental protection, health. You are highly educated.",Schweiz,ledig,Scheibenschachen,Einzelhaushalt,"03, 10, 16, 25"
207585,man,26,left-leaning,"urban greenery, public space, public transit and roads",highly educated,No migration background,No children,None,"You are a 26-year-old man living in Innenstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: urban greenery, public space, public transit and roads. You are highly educated.",Schweiz,ledig,Innenstadt,Einzelhaushalt,"11, 12, 21, 25, 29, 32"
