ID_Subjekt,Gender,Age,Politics,Top Preferences,Education,Birthplace Info,Children Info,Important Beneficiaries,Description,Nationalitaet,Zivilstand,Gebiet,Haushaltsform,votes
19603,man,64,moderate,"Education, Environmental protection, Health",Vocational training,Has migration background,Has children,Families with children,"You are a 64-year-old man living Gönhard in Aarau, and you are moderate politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Environmental protection, Health. For you, issues related to Families with children are very important. You have attained Vocational training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"03, 14, 23"
6117,man,49,moderate,"Education, Urban greenery, Public space",Vocational training,No migration background,Has children,"Children, Youth","You are a 49-year-old man living Hungerberg in Aarau, and you are moderate politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Public space. For you, issues related to Children, Youth are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,geschieden,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"11, 14, 22, 25, 31"
10675,man,76,very right,"Welfare, Public transit and roads, Sport",Vocational training,No migration background,Has children,"People with disabilities, Elderly, Poor people","You are a 76-year-old man living Goldern in Aarau, and you are very right politically. You live in a couple/two-person household. Your top urban project preferences are: Welfare, Public transit and roads, Sport. For you, issues related to People with disabilities, Elderly, Poor people are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,verheiratet,Goldern,Paar-/Zwei-Personenhaushalt,"06, 11, 17"
170176,woman,46,moderate,"Education, Environmental protection, Health",Gymnasium or teacher training,Has migration background,Has children,"Families with children, Children, Youth, Adults","You are a 46-year-old woman living Hungerberg in Aarau, and you are moderate politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Environmental protection, Health. For you, issues related to Families with children, Children, Youth, Adults are very important. You have attained Gymnasium or teacher training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"13, 21, 31"
159189,man,44,left-leaning,"Education, Welfare, Environmental protection",Graduate of applied sciences college or teacher training,No migration background,Has children,"Families with children, Elderly, Poor people","You are a 44-year-old man living Scheibenschachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Environmental protection. For you, issues related to Families with children, Elderly, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"01, 04, 11, 12, 13, 15, 21, 24, 25, 32"
33709,woman,60,left-leaning,"Environmental protection, Public transit and roads, Sport",Advanced vocational training,No migration background,Unknown children status,None,"You are a 60-year-old woman living Telli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Environmental protection, Public transit and roads, Sport. You have attained Advanced vocational training as your highest level of education.",Schweiz,verheiratet,Telli,Paar-/Zwei-Personenhaushalt,"02, 11, 32"
188103,woman,34,very left,"Education, Welfare, Public transit and roads",Advanced vocational training,No migration background,Has children,"Children, People with disabilities","You are a 34-year-old woman living Telli in Aarau, and you are very left politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Public transit and roads. For you, issues related to Children, People with disabilities are very important. You have attained Advanced vocational training as your highest level of education. Has children",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"12, 31, 32"
23087,man,63,left-leaning,"Urban greenery, Environmental protection, Public transit and roads",Graduate of technical or business school,No migration background,Unknown children status,"People with disabilities, Elderly, Poor people","You are a 63-year-old man living Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Environmental protection, Public transit and roads. For you, issues related to People with disabilities, Elderly, Poor people are very important. You have attained Graduate of technical or business school as your highest level of education.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"04, 21, 30, 32"
53081298,man,23,very left,"Welfare, Culture, Environmental protection",Vocational training,Has migration background,Unknown children status,"People with disabilities, Elderly, Poor people","You are a 23-year-old man living Gönhard in Aarau, and you are very left politically. You live in a multi-person household with no kids. Your top urban project preferences are: Welfare, Culture, Environmental protection. For you, issues related to People with disabilities, Elderly, Poor people are very important. You have attained Vocational training as your highest level of education. Has migration background",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt ohne Kinder,"08, 15, 30"
4104344,man,61,left-leaning,"Education, Urban greenery, Environmental protection",University degree,No migration background,Has children,None,"You are a 61-year-old man living Ausserfeld in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Urban greenery, Environmental protection. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Ausserfeld,Paar-/Zwei-Personenhaushalt,"12, 24, 28"
168763,man,50,left-leaning,"Urban greenery, Welfare, Culture",Graduate of applied sciences college or teacher training,No migration background,Has children,"Families with children, Children, Youth, People with disabilities, Elderly","You are a 50-year-old man living Gönhard in Aarau, and you are left-leaning politically. Your nationality is Germany and you live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Welfare, Culture. For you, issues related to Families with children, Children, Youth, People with disabilities, Elderly are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Deutschland,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"19, 30, 32"
133411,man,40,left-leaning,"Public space, Sport, Health",Graduate of technical or business school,Has migration background,Has children,"Families with children, Children, People with disabilities, Poor people","You are a 40-year-old man living Innenstadt in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Public space, Sport, Health. For you, issues related to Families with children, Children, People with disabilities, Poor people are very important. You have attained Graduate of technical or business school as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Innenstadt,Mehrpersonen-Haushalt mit Kinder,"01, 04, 09, 11, 14, 16, 29"
158461,woman,52,left-leaning,"Education, Environmental protection, Sport",University degree,No migration background,Unknown children status,None,"You are a 52-year-old woman living Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person household with no kids. Your top urban project preferences are: Education, Environmental protection, Sport. You have attained University degree as your highest level of education.",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt ohne Kinder,"13, 20, 21"
50525262,woman,42,left-leaning,"Education, Environmental protection, Health",University degree,No migration background,Has children,"Families with children, Children, Youth","You are a 42-year-old woman living Ausserfeld in Aarau, and you are left-leaning politically. Your nationality is Germany and you live in a multi-person households with children. Your top urban project preferences are: Education, Environmental protection, Health. For you, issues related to Families with children, Children, Youth are very important. You have attained University degree as your highest level of education. Has children",Deutschland,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"05, 11, 28, 30"
36573,woman,60,left-leaning,"Education, Welfare, Public transit and roads",Graduate of applied sciences college or teacher training,No migration background,Has children,"Children, Youth","You are a 60-year-old woman living Binzenhof in Aarau, and you are left-leaning politically. You live in a multi-person household with no kids. Your top urban project preferences are: Education, Welfare, Public transit and roads. For you, issues related to Children, Youth are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,geschieden,Binzenhof,Mehrpersonen-Haushalt ohne Kinder,"04, 12, 15"
50531462,man,30,left-leaning,"Education, Culture, Sport",University degree,No migration background,Unknown children status,Adults,"You are a 30-year-old man living Torfeld Süd in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Culture, Sport. For you, issues related to Adults are very important. You have attained University degree as your highest level of education.",Schweiz,ledig,Torfeld Süd,Einzelhaushalt,"04, 12, 14, 21, 29"
208194,woman,41,left-leaning,"Education, Environmental protection, Health",University degree,No migration background,Unknown children status,"Children, People with disabilities, Poor people","You are a 41-year-old woman living Torfeld Süd in Aarau, and you are left-leaning politically. Your nationality is Germany and you live in a couple/two-person household. Your top urban project preferences are: Education, Environmental protection, Health. For you, issues related to Children, People with disabilities, Poor people are very important. You have attained University degree as your highest level of education.",Deutschland,verheiratet,Torfeld Süd,Paar-/Zwei-Personenhaushalt,"04, 21, 24, 25"
173695,woman,60,left-leaning,"Education, Culture, Public transit and roads",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,"Children, Elderly, Poor people","You are a 60-year-old woman living Rössligut in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Culture, Public transit and roads. For you, issues related to Children, Elderly, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,geschieden,Rössligut,Einzelhaushalt,"02, 03, 04, 12, 17, 20, 24, 25, 29, 31"
208918,woman,28,very left,"Public space, Culture, Environmental protection",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,Poor people,"You are a 28-year-old woman living Altstadt in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Culture, Environmental protection. For you, issues related to Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Altstadt,Paar-/Zwei-Personenhaushalt,"08, 10, 12, 21, 27, 29"
163579,woman,45,left-leaning,"Education, Welfare, Environmental protection",University degree,No migration background,Has children,None,"You are a 45-year-old woman living Zelgli in Aarau, and you are left-leaning politically. Your nationality is Germany and you live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Environmental protection. You have attained University degree as your highest level of education. Has children",Deutschland,ledig,Zelgli,Mehrpersonen-Haushalt mit Kinder,"15, 21, 22, 23"
40083,woman,67,left-leaning,"Education, Welfare, Culture",Graduate of applied sciences college or teacher training,Has migration background,Has children,"Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people","You are a 67-year-old woman living Binzenhof in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Welfare, Culture. For you, issues related to Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has migration background Has children",Schweiz,geschieden,Binzenhof,Einzelhaushalt,"15, 21, 22, 31"
199983,woman,28,very left,"Welfare, Public transit and roads, Health",Vocational training,Has migration background,Unknown children status,"Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people","You are a 28-year-old woman living Telli in Aarau, and you are very left politically. You live in a single-person household. Your top urban project preferences are: Welfare, Public transit and roads, Health. For you, issues related to Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people are very important. You have attained Vocational training as your highest level of education. Has migration background",Schweiz,ledig,Telli,Einzelhaushalt,"05, 08, 13"
133673,woman,62,moderate,"Welfare, Culture, Environmental protection",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,None,"You are a 62-year-old woman living Hungerberg in Aarau, and you are moderate politically. You live in a couple/two-person household. Your top urban project preferences are: Welfare, Culture, Environmental protection. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,verheiratet,Hungerberg,Paar-/Zwei-Personenhaushalt,"03, 24, 28"
146566,man,47,right-leaning,"Urban greenery, Public transit and roads, Health",Graduate of technical or business school,No migration background,Unknown children status,None,"You are a 47-year-old man living Scheibenschachen in Aarau, and you are right-leaning politically. You live in a single-person household. Your top urban project preferences are: Urban greenery, Public transit and roads, Health. You have attained Graduate of technical or business school as your highest level of education.",Schweiz,geschieden,Scheibenschachen,Einzelhaushalt,"04, 06, 14, 21, 24"
50525223,man,54,left-leaning,"Urban greenery, Public space, Environmental protection",University degree,No migration background,Has children,None,"You are a 54-year-old man living Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Urban greenery, Public space, Environmental protection. You have attained University degree as your highest level of education. Has children",Schweiz,ledig,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"04, 13, 25"
194122,woman,40,left-leaning,"Education, Welfare, Health",Advanced vocational training,Has migration background,Has children,"Families with children, Children, Youth, People with disabilities","You are a 40-year-old woman living Scheibenschachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Health. For you, issues related to Families with children, Children, Youth, People with disabilities are very important. You have attained Advanced vocational training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"04, 07, 11, 12, 21, 25, 29"
50539395,woman,34,left-leaning,"Education, Culture, Public transit and roads",University degree,No migration background,Unknown children status,"Adults, People with disabilities, Poor people","You are a 34-year-old woman living Zelgli in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Culture, Public transit and roads. For you, issues related to Adults, People with disabilities, Poor people are very important. You have attained University degree as your highest level of education.",Schweiz,ledig,Zelgli,Einzelhaushalt,"10, 12, 15, 21"
23928,man,57,left-leaning,"Welfare, Environmental protection, Public transit and roads",Advanced vocational training,No migration background,Unknown children status,Poor people,"You are a 57-year-old man living Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Welfare, Environmental protection, Public transit and roads. For you, issues related to Poor people are very important. You have attained Advanced vocational training as your highest level of education.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"04, 06, 08, 10, 22, 24, 28"
102579,woman,49,left-leaning,"Welfare, Culture, Health",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,None,"You are a 49-year-old woman living Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Welfare, Culture, Health. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"04, 12, 20"
163796,man,50,moderate,"Public space, Culture, Sport",Graduate of technical or business school,No migration background,Unknown children status,"Adults, People with disabilities, Elderly","You are a 50-year-old man living Siebenmatten in Aarau, and you are moderate politically. You live in a single-person household. Your top urban project preferences are: Public space, Culture, Sport. For you, issues related to Adults, People with disabilities, Elderly are very important. You have attained Graduate of technical or business school as your highest level of education.",Schweiz,geschieden,Siebenmatten,Einzelhaushalt,"03, 08, 10"
36488,man,56,left-leaning,"Education, Culture, Environmental protection",University degree,No migration background,Has children,None,"You are a 56-year-old man living Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Culture, Environmental protection. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"12, 22, 28"
50531287,man,56,right-leaning,"Welfare, Public transit and roads, Health",Vocational training,No migration background,Has children,"People with disabilities, Elderly, Poor people","You are a 56-year-old man living Schachen in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Welfare, Public transit and roads, Health. For you, issues related to People with disabilities, Elderly, Poor people are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,verheiratet,Schachen,Paar-/Zwei-Personenhaushalt,"01, 03, 17"
129594,man,44,right-leaning,"Urban greenery, Environmental protection, Health",Advanced vocational training,No migration background,Unknown children status,"Adults, People with disabilities, Elderly, Poor people","You are a 44-year-old man living Torfeld Süd in Aarau, and you are right-leaning politically. You live in a single-person household. Your top urban project preferences are: Urban greenery, Environmental protection, Health. For you, issues related to Adults, People with disabilities, Elderly, Poor people are very important. You have attained Advanced vocational training as your highest level of education.",Schweiz,ledig,Torfeld Süd,Einzelhaushalt,21
50527971,man,66,left-leaning,"Culture, Environmental protection, Public transit and roads",University degree,No migration background,Has children,None,"You are a 66-year-old man living Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Culture, Environmental protection, Public transit and roads. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"19, 21, 22, 25"
50529527,man,42,left-leaning,"Education, Culture, Environmental protection",University degree,No migration background,Unknown children status,None,"You are a 42-year-old man living Telli in Aarau, and you are left-leaning politically. Your nationality is Germany and you live in a couple/two-person household. Your top urban project preferences are: Education, Culture, Environmental protection. You have attained University degree as your highest level of education.",Deutschland,ledig,Telli,Paar-/Zwei-Personenhaushalt,"02, 04, 15, 21"
123680,woman,48,left-leaning,"Education, Urban greenery, Culture",Graduate of applied sciences college or teacher training,No migration background,Has children,None,"You are a 48-year-old woman living Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Culture. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"17, 29, 30"
42108,woman,49,very left,"Education, Environmental protection, Health",Graduate of technical or business school,No migration background,Has children,"Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people","You are a 49-year-old woman living Ausserfeld in Aarau, and you are very left politically. You live in a single-person household. Your top urban project preferences are: Education, Environmental protection, Health. For you, issues related to Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people are very important. You have attained Graduate of technical or business school as your highest level of education. Has children",Schweiz,geschieden,Ausserfeld,Einzelhaushalt,"04, 21, 29"
4015405,woman,52,very left,"Education, Environmental protection, Public transit and roads",Vocational training,No migration background,Has children,"Children, Youth","You are a 52-year-old woman living Ausserfeld in Aarau, and you are very left politically. You live in a multi-person household with no kids. Your top urban project preferences are: Education, Environmental protection, Public transit and roads. For you, issues related to Children, Youth are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt ohne Kinder,"15, 20, 21"
53081098,man,30,very left,"Welfare, Culture, Environmental protection",Vocational training,No migration background,Unknown children status,"Youth, People with disabilities, Poor people","You are a 30-year-old man living Quellhölzli in Aarau, and you are very left politically. You live in a multi-person household with no kids. Your top urban project preferences are: Welfare, Culture, Environmental protection. For you, issues related to Youth, People with disabilities, Poor people are very important. You have attained Vocational training as your highest level of education.",Schweiz,ledig,Quellhölzli,Mehrpersonen-Haushalt ohne Kinder,"15, 23, 24, 28, 29"
53083619,woman,34,left-leaning,"Public space, Welfare, Culture",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,"People with disabilities, Poor people","You are a 34-year-old woman living Innenstadt in Aarau, and you are left-leaning politically. Your nationality is France and you live in a single-person household. Your top urban project preferences are: Public space, Welfare, Culture. For you, issues related to People with disabilities, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Frankreich,ledig,Innenstadt,Einzelhaushalt,"04, 18, 19, 21"
195210,man,32,left-leaning,"Education, Welfare, Sport",Vocational training,No migration background,Has children,"Families with children, Children, Youth","You are a 32-year-old man living Hinterdorf in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Sport. For you, issues related to Families with children, Children, Youth are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,verheiratet,Hinterdorf,Mehrpersonen-Haushalt mit Kinder,"04, 07, 31"
35829,man,38,left-leaning,"Education, Public transit and roads, Sport",University degree,No migration background,Unknown children status,None,"You are a 38-year-old man living Innenstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Public transit and roads, Sport. You have attained University degree as your highest level of education.",Schweiz,ledig,Innenstadt,Einzelhaushalt,"05, 11, 21, 28, 31, 32"
168886,man,37,left-leaning,"Education, Welfare, Environmental protection",University degree,No migration background,Unknown children status,Poor people,"You are a 37-year-old man living Innenstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Welfare, Environmental protection. For you, issues related to Poor people are very important. You have attained University degree as your highest level of education.",Schweiz,ledig,Innenstadt,Einzelhaushalt,"04, 10, 29"
200218,man,48,right-leaning,"Welfare, Sport, Health",Graduate of technical or business school,No migration background,Unknown children status,None,"You are a 48-year-old man living Hinterdorf in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Welfare, Sport, Health. You have attained Graduate of technical or business school as your highest level of education.",Schweiz,verheiratet,Hinterdorf,Paar-/Zwei-Personenhaushalt,04
22688,woman,59,left-leaning,"Education, Welfare, Culture",Graduate of applied sciences college or teacher training,No migration background,Has children,"Families with children, Children, Youth","You are a 59-year-old woman living Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Welfare, Culture. For you, issues related to Families with children, Children, Youth are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"14, 17, 22, 30"
53084070,woman,34,very right,"Welfare, Environmental protection, Health",Advanced vocational training,No migration background,Has children,"Families with children, People with disabilities, Poor people","You are a 34-year-old woman living Torfeld Süd in Aarau, and you are very right politically. Your nationality is Ukraine and you live in a multi-person households with children. Your top urban project preferences are: Welfare, Environmental protection, Health. For you, issues related to Families with children, People with disabilities, Poor people are very important. You have attained Advanced vocational training as your highest level of education. Has children",Ukraine,verheiratet,Torfeld Süd,Mehrpersonen-Haushalt mit Kinder,"13, 24, 29"
204864,woman,30,moderate,"Urban greenery, Public space, Culture",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,"Families with children, Adults, People with disabilities, Elderly","You are a 30-year-old woman living Goldern in Aarau, and you are moderate politically. You live in a single-person household. Your top urban project preferences are: Urban greenery, Public space, Culture. For you, issues related to Families with children, Adults, People with disabilities, Elderly are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Goldern,Einzelhaushalt,"05, 08, 10, 12, 17, 26, 30"
7199,woman,54,right-leaning,"Urban greenery, Environmental protection, Public transit and roads",Vocational training,No migration background,Unknown children status,None,"You are a 54-year-old woman living Hungerberg in Aarau, and you are right-leaning politically. You live in a single-person household. Your top urban project preferences are: Urban greenery, Environmental protection, Public transit and roads. You have attained Vocational training as your highest level of education.",Schweiz,ledig,Hungerberg,Einzelhaushalt,"04, 24, 32"
123609,woman,60,moderate,"Welfare, Culture, Health",Vocational training,Has migration background,Has children,"People with disabilities, Elderly, Poor people","You are a 60-year-old woman living Telli in Aarau, and you are moderate politically. You live in a single-person household. Your top urban project preferences are: Welfare, Culture, Health. For you, issues related to People with disabilities, Elderly, Poor people are very important. You have attained Vocational training as your highest level of education. Has migration background Has children",Schweiz,geschieden,Telli,Einzelhaushalt,"02, 22, 25"
167538,man,57,left-leaning,"Public space, Culture, Public transit and roads",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,None,"You are a 57-year-old man living Innenstadt in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Culture, Public transit and roads. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,in eingetragener Partnerschaft,Innenstadt,Paar-/Zwei-Personenhaushalt,"07, 08, 21, 30, 31"
37875,woman,56,left-leaning,"Education, Welfare, Environmental protection",University degree,No migration background,Unknown children status,"Families with children, Children","You are a 56-year-old woman living Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Welfare, Environmental protection. For you, issues related to Families with children, Children are very important. You have attained University degree as your highest level of education.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"03, 11, 13, 15"
37615,man,65,left-leaning,"Public space, Public transit and roads, Health",Advanced vocational training,No migration background,Has children,None,"You are a 65-year-old man living Damm in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Public transit and roads, Health. You have attained Advanced vocational training as your highest level of education. Has children",Schweiz,verheiratet,Damm,Paar-/Zwei-Personenhaushalt,"08, 30, 31"
35972,woman,62,very left,"Urban greenery, Public space, Welfare",Graduate of applied sciences college or teacher training,No migration background,Has children,"Children, Poor people","You are a 62-year-old woman living Gönhard in Aarau, and you are very left politically. You live in a multi-person household with no kids. Your top urban project preferences are: Urban greenery, Public space, Welfare. For you, issues related to Children, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt ohne Kinder,"14, 22, 32"
115164,man,57,moderate,"Education, Welfare, Environmental protection",Vocational training,No migration background,Has children,"Families with children, Children, Youth, People with disabilities, Elderly, Poor people","You are a 57-year-old man living Scheibenschachen in Aarau, and you are moderate politically. Your nationality is Tunisia and you live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Environmental protection. For you, issues related to Families with children, Children, Youth, People with disabilities, Elderly, Poor people are very important. You have attained Vocational training as your highest level of education. Has children",Tunesien,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"01, 03, 28"
198182,woman,38,left-leaning,"Urban greenery, Culture, Environmental protection",University degree,No migration background,Has children,"Families with children, Children","You are a 38-year-old woman living Hungerberg in Aarau, and you are left-leaning politically. Your nationality is Mexico and you live in a multi-person households with children. Your top urban project preferences are: Urban greenery, Culture, Environmental protection. For you, issues related to Families with children, Children are very important. You have attained University degree as your highest level of education. Has children",Mexiko,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"04, 05, 07, 09, 11, 12, 14, 21"
11831,woman,56,left-leaning,"Urban greenery, Public transit and roads, Sport",Vocational training,Has migration background,Has children,"Youth, Elderly","You are a 56-year-old woman living Goldern in Aarau, and you are left-leaning politically. You live in a multi-person household with no kids. Your top urban project preferences are: Urban greenery, Public transit and roads, Sport. For you, issues related to Youth, Elderly are very important. You have attained Vocational training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Goldern,Mehrpersonen-Haushalt ohne Kinder,"03, 16, 17, 19, 21"
154141,man,36,left-leaning,"Education, Urban greenery, Culture",Graduate of technical or business school,No migration background,Has children,Families with children,"You are a 36-year-old man living Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Culture. For you, issues related to Families with children are very important. You have attained Graduate of technical or business school as your highest level of education. Has children",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt mit Kinder,"01, 02, 31"
149132,man,15,left-leaning,"Urban greenery, Public space, Welfare",Primary school,No migration background,Unknown children status,"Youth, Adults, Elderly, Poor people","You are a 15-year-old man living Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Urban greenery, Public space, Welfare. For you, issues related to Youth, Adults, Elderly, Poor people are very important. You have attained Primary school as your highest level of education.",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt mit Kinder,"02, 03, 04, 21"
35567,woman,64,very left,"Urban greenery, Public space, Public transit and roads",Graduate of technical or business school,No migration background,Has children,"Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people","You are a 64-year-old woman living Scheibenschachen in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Public space, Public transit and roads. For you, issues related to Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people are very important. You have attained Graduate of technical or business school as your highest level of education. Has children",Schweiz,verwitwet,Scheibenschachen,Paar-/Zwei-Personenhaushalt,"09, 15, 21"
53084239,man,38,moderate,"Urban greenery, Public space, Culture",University degree,No migration background,Unknown children status,None,"You are a 38-year-old man living Damm in Aarau, and you are moderate politically. Your nationality is Lithuania and you live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Public space, Culture. You have attained University degree as your highest level of education.",Litauen,verheiratet,Damm,Paar-/Zwei-Personenhaushalt,"04, 24, 29"
50534686,woman,27,left-leaning,"Education, Environmental protection, Health",Graduate of applied sciences college or teacher training,No migration background,Has children,"Families with children, Children, People with disabilities, Poor people","You are a 27-year-old woman living Gönhard in Aarau, and you are left-leaning politically. Your nationality is Austria and you live in a multi-person households with children. Your top urban project preferences are: Education, Environmental protection, Health. For you, issues related to Families with children, Children, People with disabilities, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Österreich,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"03, 04, 12, 15, 18"
